path,file_name,label,label_encoded
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0389.jpg,0389.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1265.jpg,1265.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0805.jpg,0805.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0205.jpg,0205.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Brinjal/1113.jpg,1113.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Broccoli/1092.jpg,1092.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0281.jpg,0281.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0215.jpg,0215.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0287.jpg,0287.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0503.jpg,0503.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0829.jpg,0829.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/1379.jpg,1379.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0040.jpg,0040.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0984.jpg,0984.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0084.jpg,0084.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0619.jpg,0619.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1012.jpg,1012.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0503.jpg,0503.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Broccoli/1373.jpg,1373.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cabbage/1382.jpg,1382.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0718.jpg,0718.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0039.jpg,0039.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0604.jpg,0604.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0506.jpg,0506.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0085.jpg,0085.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0225.jpg,0225.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0547.jpg,0547.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0736.jpg,0736.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0978.jpg,0978.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Papaya/1104.jpg,1104.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0825.jpg,0825.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Carrot/1381.jpg,1381.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0644.jpg,0644.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1024.jpg,1024.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Radish/1026.jpg,1026.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0355.jpg,0355.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0897.jpg,0897.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0418.jpg,0418.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0164.jpg,0164.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0489.jpg,0489.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0253.jpg,0253.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0387.jpg,0387.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0169.jpg,0169.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0291.jpg,0291.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0009.jpg,0009.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Radish/1074.jpg,1074.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0879.jpg,0879.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1284.jpg,1284.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0680.jpg,0680.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0743.jpg,0743.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1150.jpg,1150.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1256.jpg,1256.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1334.jpg,1334.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Pumpkin/1028.jpg,1028.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bitter_Gourd/1225.jpg,1225.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0720.jpg,0720.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0876.jpg,0876.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0463.jpg,0463.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0002.jpg,0002.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Pumpkin/1284.jpg,1284.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0055.jpg,0055.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0954.jpg,0954.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0772.jpg,0772.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0119.jpg,0119.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0425.jpg,0425.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0108.jpg,0108.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0605.jpg,0605.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cauliflower/1335.jpg,1335.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0055.jpg,0055.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0597.jpg,0597.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0771.jpg,0771.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0622.jpg,0622.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0575.jpg,0575.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0591.jpg,0591.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0696.jpg,0696.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Broccoli/1336.jpg,1336.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0764.jpg,0764.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0900.jpg,0900.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0770.jpg,0770.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0025.jpg,0025.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0424.jpg,0424.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0215.jpg,0215.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0530.jpg,0530.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0441.jpg,0441.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Tomato/1364.jpg,1364.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0883.jpg,0883.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0210.jpg,0210.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0282.jpg,0282.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1192.jpg,1192.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1312.jpg,1312.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Carrot/1142.jpg,1142.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Brinjal/1317.jpg,1317.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0660.jpg,0660.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1177.jpg,1177.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0950.jpg,0950.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0400.jpg,0400.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0523.jpg,0523.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0730.jpg,0730.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1020.jpg,1020.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0920.jpg,0920.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0252.jpg,0252.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cabbage/1149.jpg,1149.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0967.jpg,0967.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Broccoli/1220.jpg,1220.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0292.jpg,0292.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Papaya/1113.jpg,1113.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Pumpkin/1090.jpg,1090.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1260.jpg,1260.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0850.jpg,0850.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0344.jpg,0344.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Capsicum/1269.jpg,1269.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0076.jpg,0076.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1169.jpg,1169.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cauliflower/1449.jpg,1449.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Capsicum/1086.jpg,1086.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0201.jpg,0201.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/0211.jpg,0211.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0525.jpg,0525.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0045.jpg,0045.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0807.jpg,0807.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0357.jpg,0357.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1129.jpg,1129.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0218.jpg,0218.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1039.jpg,1039.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0372.jpg,0372.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Tomato/1358.jpg,1358.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0472.jpg,0472.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bitter_Gourd/1310.jpg,1310.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0816.jpg,0816.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0678.jpg,0678.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0269.jpg,0269.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cabbage/1142.jpg,1142.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0604.jpg,0604.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/1141.jpg,1141.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0573.jpg,0573.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0815.jpg,0815.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1360.jpg,1360.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0637.jpg,0637.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0855.jpg,0855.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0296.jpg,0296.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0342.jpg,0342.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0482.jpg,0482.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0482.jpg,0482.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0111.jpg,0111.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1053.jpg,1053.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0367.jpg,0367.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bottle_Gourd/1048.jpg,1048.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1112.jpg,1112.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1174.jpg,1174.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0253.jpg,0253.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0042.jpg,0042.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0431.jpg,0431.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0066.jpg,0066.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0922.jpg,0922.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cucumber/1264.jpg,1264.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bitter_Gourd/1156.jpg,1156.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0480.jpg,0480.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0672.jpg,0672.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1040.jpg,1040.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0534.jpg,0534.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/1032.jpg,1032.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cauliflower/1349.jpg,1349.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1054.jpg,1054.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0031.jpg,0031.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0282.jpg,0282.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0383.jpg,0383.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0217.jpg,0217.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/1145.jpg,1145.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Pumpkin/1089.jpg,1089.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0913.jpg,0913.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0680.jpg,0680.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0164.jpg,0164.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0424.jpg,0424.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Potato/1357.jpg,1357.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0225.jpg,0225.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0429.jpg,0429.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0919.jpg,0919.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0008.jpg,0008.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cucumber/1372.jpg,1372.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Pumpkin/1094.jpg,1094.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0934.jpg,0934.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1072.jpg,1072.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0839.jpg,0839.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Capsicum/1079.jpg,1079.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0640.jpg,0640.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0974.jpg,0974.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0146.jpg,0146.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1099.jpg,1099.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0390.jpg,0390.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1066.jpg,1066.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0347.jpg,0347.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0282.jpg,0282.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0603.jpg,0603.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Carrot/1247.jpg,1247.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0280.jpg,0280.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Potato/1267.jpg,1267.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0752.jpg,0752.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0689.jpg,0689.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0390.jpg,0390.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0813.jpg,0813.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0115.jpg,0115.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0800.jpg,0800.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0816.jpg,0816.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0612.jpg,0612.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cabbage/1383.jpg,1383.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0447.jpg,0447.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0931.jpg,0931.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0905.jpg,0905.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0095.jpg,0095.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Carrot/1285.jpg,1285.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0892.jpg,0892.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1316.jpg,1316.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/0038.jpg,0038.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0179.jpg,0179.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0843.jpg,0843.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0953.jpg,0953.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0691.jpg,0691.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0173.jpg,0173.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0184.jpg,0184.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1064.jpg,1064.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0736.jpg,0736.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0348.jpg,0348.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1077.jpg,1077.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0143.jpg,0143.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0992.jpg,0992.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1113.jpg,1113.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Radish/1168.jpg,1168.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0341.jpg,0341.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1020.jpg,1020.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0953.jpg,0953.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0514.jpg,0514.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1217.jpg,1217.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0171.jpg,0171.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0261.jpg,0261.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0728.jpg,0728.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0560.jpg,0560.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0690.jpg,0690.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0990.jpg,0990.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0749.jpg,0749.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0155.jpg,0155.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0133.jpg,0133.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1288.jpg,1288.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1104.jpg,1104.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Brinjal/1174.jpg,1174.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0728.jpg,0728.jpg,Radish,13
